id,text,name,name_number
1074,李虚己，字公受，建安人，寅子。太平兴国二年进士，历沈丘尉，知城固县，迁殿中丞，知遂州。有治行，真宗称其儒雅循谨，累迁工部侍郎，分司南京卒。喜为诗，精于格律，有雅正集十卷。,"李虚己,真宗,于格",3
1075,李虚舟，(971～1059)，字公济，建安人，后徙豫章，虚己弟。以兄荫得官，历闽清、靖安尉，迁馀干令，以晏殊荐，除太子洗马，官至虞部郎中，嘉祐四年卒，年八十九。,"李虚舟,晏殊",2
1076,李进卿，晋阳人。晋天福中从杜重威破安重荣有功，擢兴顺军校。入周，历官内殿直都虞候。宋初从太祖伐蜀，为归州路行营军都指挥使，拔巫山砦，下夔万二州，累官靖江军节度。卒年五十九。赠侍中。,"李进卿,杜重威,安重荣,太祖",4
1077,李舜举，字公辅，开封人，神福曾孙。少补黄门，熙宁中进内侍押班，制置泾原军马。舜举入奏事，退诣中书，王珪迎劳之曰：「朝廷以边事属押班，无西顾之忧矣。」舜举曰：「四郊多垒，此卿大夫之辱，相公当国，而以边事属内臣可乎？内臣止宜供禁廷洒扫，岂可当将相之任。」闻者代珪愧焉。转嘉州团练使，沈括城永洛，遣舜举计议，被围急，断衣襟作奏曰：「臣死无所恨，愿朝廷勿轻此贼。」寻以死闻，諡忠敏。,"李舜举,王珪,沈括",3
1078,李复圭，字审言，丰县人，寿朋弟。历官盐铁副使。熙宁初累进直龙图阁，知庆州，以贪边功致败，谪保静军节度副使。后复召用，累官集贤殿修撰，知荆南卒。复圭临事敏决，称健吏，与人交不以利害避。然轻率躁急，独为王安石所知，既废即起。,王安石,1
1079,李复明，江陵统制，理宗瑞平三年二月蒙古入寇，复明奋勇力战，死之。诏赠三秩，官其二子。,理宗,1
1080,李资谅，高丽仁川人。累官中书侍郎平章事。徽宗时奉旨来使。,"李资谅,平章,徽宗",3
1081,李汉超，(？～977)，字显忠，云中人。初仕周，宋初为关南兵马都监。有讼汉超强取其女为妾及贷而不偿者，太祖责而遣之，密谕汉超还其女并所贷，汉超感之，誓以死报。在郡十七年，政平讼理，吏民爱之。太宗时迁应州观察使，太平兴国二年卒。汉超善抚士卒，与同甘苦，死之日，军中皆流涕。,"李汉超,太祖,太宗",3
1082,李汉赟，(？～1014)，洛阳人，汉琼弟。太平兴国初补供奉官，尝监高阳关平戎军，乘传衢婺二州，捕刻贼程白眉等数十人，悉歼焉。累仕崇仪使，知宁州，大中祥符七年卒。,李汉赟,1
1083,李宾王，字西坪，平江人。元符三年进士，累官朝奉郎知澧州，入为司农少卿。金人议立张邦昌，宾王白衣冠去之，建炎初卒于家。,"李宾王,张邦昌,王白",3
1084,李端行，字正达，一字圣达，无锡人。大观三年进士，吕颐浩尝师之。逮贵，犹执弟子礼。为太学博士，作诗诋蔡京，出宰鄞县，发愤终身不复仕。,"李端行,吕颐浩,蔡京",3
1085,李端愿，(？～1091)，字公谨，开封人，端懿弟。以母献穆公主恩，七岁授如京副使，历知襄郢二州，本路转运使，献羨财数十万。英宗时同提举在京诸司库务，帝以疾拱默，端愿言陛下当躬揽权纲，以系人心，不宜退讬，失天下望。神宗时河东城囉兀，端愿手写赵普谏太宗北伐疏以闻。哲宗立，进太子太保。元祐六年卒。,"李端愿,英宗,神宗,赵普,太宗,哲宗",6
1086,李端悫，字守道，开封人，端愿弟。累迁东上合门使、干办三班院。尝侍宴群玉殿，仁宗独赐珠花飞白字。历官安德军留后，卒諡恭敏。赠昭德军节度使。,"李端悫,仁宗",2
1087,李寿朋，字延老，丰县人，淑子。性疏隽任侠。庆历初，试学士院，赐进士出身，判吏部南曹。迁群牧判官，系断甚敏。以纵游无度，出知汝州及沧州，有异政，司马光荐其能，累迁户部盐铁副使，熙宁四年奉祠西太乙宫，得暴疾卒。,"李寿朋,司马光",2
1088,李德昭，字子晋，莆田人。崇宁五年进士，历两浙提举，国子博士，除知和州，提举广东。赐对称旨，除度支郎官。建炎初知建州，建卒三百人先屯广州，至是闻叶侬贼平，径还郡，或疑其从叛，请杀之，德昭力言不可，得全活。苗傅、刘正彦之乱，德昭擒傅送京师，寻谢病归。建人祠之白鹤山。,"李德昭,苗傅,刘正",3
1089,李龟朋，字才翁，号静斋，长安人，复孙。绍兴中寓家临海。与兄龟年字德翁齐名。尝试流寓为魁选，监南岳庙。钱端礼闻其贤，延至馆下，令其子象祖从之学。龟朋学有本原，又自刻厉，素安于贫，台之人无贵贱老少，莫不敬而爱之。年六十八卒。所著迂论五十馀篇。楼钥为之序。,"李龟朋,钱端礼,楼钥",3
1090,李谦昇，并州孟县人，谦溥弟。与太祖为布衣交。雍熙中太宗为许王纳谦昇女为夫人，以谦昇为如京副使。,"李谦昇,太祖,太宗",3
1091,李弥大，(1080～1140)，字似矩，吴县人，撰子。崇宁三年进士。建炎初知淮宁府，杜用等夜叛，弥大缒城出，贼败散乃还，坐贬秩。寻迁户部尚书，兼侍读，吕颐浩视师，以弥大为参谋官。弥大奏边圉无他，颐浩不宜轻动。又言己为天子从官，非宰相可辟，陛下必欲留臣，当别为一司，伺察颐浩过失。忤旨夺职归。起知静江府，入为工部尚书，未几罢去。绍兴十年卒，年六十一。,"李弥大,吕颐浩",2
1092,李怀忠，初名怀义，涿州范阳人。初隶太祖帐下，从征晋阳，时盛暑欲班师，怀忠不可。会大热，战不利，怀忠中流矢，战益奋，还授都指挥使。,"李怀忠,太祖",2
1093,李怀衮，北宋时成都人。工画花鸟，学黄氏，与夏侯延祐，不相上下。,"李怀衮,宋时,黄氏,夏侯延祐",4
1094,李继周，(943～1009)，延州人，宋初为金明镇使。大宗时累破蕃族，败西夏兵，为先锋入贼境，焚积聚，杀人畜，获器甲凡六十馀万。真宗时授西京作坊使，又加诚州剌史。大中祥符二年卒，年六十七。,"李继周,真宗",2
1095,李继和，开封人，以父任为内侍黄门，庆历中为河北西路承受。保州兵叛距守，继和独上南关门，密呼所结内应者，论以祸福，贼平，迁两秩。沙苑阙马，诏秦州置场，以券市之，继和领职，不数月，得马千数而人不扰。累迁入内副都知。,"李继和,马千",2
1096,李继宣，(950～1013)，本名继隆，以与明德皇后兄同姓名改焉，浚仪人。干德中以材武补殿直。年才十七，命捕虎陕州，凡杀二十馀，生擒二虎一豹以献，太宗授以边任。与契丹战，未尝不捷。尝与秦翰、杨延昭等会师于威虏，临阵，马中矢，凡三易之，延昭等皆引去。独继宣所引部接战，大克捷。积官至四方馆使。大中祥符六年卒，年六十四。,"李继宣,太宗,秦翰,杨延昭",4
1097,李继福，延州人。太宗初与李继周同时归顺，授永平岩茭村军主，以战功历归德将军，领顺州刺史，至内殿崇班、新归明诸族都巡检。,"李继福,太宗,李继周",3
1098,李继勳，(915～976)，大名元城人。初仕周，历官安国军节度，太祖以为昭义军节度，战功甚著，累历藩镇，所至无善政，然以质直称。信奉释氏，与太祖有旧，故特承宠遇。太平兴国元年卒，年六十二。,"李继勳,安国,太祖",3
1099,李显忠，(1110～1178)，字君锡，绥德军青涧人。绍兴初，自夏归宋。忠勇绝人，高宗抚劳再三，累立战功，诏授淮南制置使，为中兴名将。孝宗即位，改都统，节制军马。隆兴元年张浚开都督府，命显忠渡江督战，几复河南之地，为邵宏渊牵掣致败，功以不就。淳熙五年卒，年六十九，諡忠襄，一作忠安。,"李显忠,高宗,孝宗,张浚,邵宏渊",5
1100,李观象，临桂人。五代时依湖南周行逢，为掌书记。行逢残忍多诛杀，观象惧及祸，清苦自励，行逢颇加信任，军府之政，一皆取决。观象涉经史，有文辞，忌才怙宠，行逢临终，讬以后事，令子保权善待之。其后宋师压境，观象劝归朝，不从。及湖湘平，太祖以为左补阙。,"李观象,周行逢,太祖",3
1101,邢昂，太原人。高蹈不仕，时宰执寇准、文彦博、王曙、陈尧佐、范仲俺咸推重之。,"邢昂,寇准,文彦博,王曙,陈尧佐",5
1102,刑昺，(932～1010)，字叔明，曹州济阴人。太宗时擢九经及第，累迁金部郎中。真宗初置翰林侍讲学士，以昺为之，命坐讲春秋于殿上。因敷陈时事，寻召昺与杜镐、孙奭等校定三礼、三传、孝经、论语、尔雅等书义疏。官终礼部尚书，大中祥符三年卒，年七十九。,"太宗,真宗,陈时,杜镐,孙奭",5
1103,邢恕，字和叔，郑州阳武人。从程颢学。登进士第，元祐初补御史，累官御史中丞。后夺职，久之复显谟阁待制，卒年七十。恕本从程门，得游公卿间，蚤致声名，而天资反覆。为司马光客，即陷光；附章惇，即背惇，至与蔡京等为腹心，则至死弗替。,"邢恕,程颢,司马光,章惇,蔡京",5
1104,邢纯，字叔端，尹焞婿。历官浙东安抚，焞尝往依之。,"邢纯,尹焞",2
1105,邢焕，(？～1132)，字文仲，祥符人。女为康王妃。高宗即位，妃立为皇后。焕以后父，累迁枢密都承旨，屡奏马伸言事切当，宗泽忠劳可倚，黄潜善、汪伯彦误国。其言多所裨益，未尝恃恩私请。擢庆远节度使。绍兴二年卒，諡恭简，赠少师，追封嘉国公。,"邢焕,高宗,马伸,宗泽,黄潜善,汪伯彦",6
1106,邢天荣，潭州人。为欧阳逢泰之讲友。与董舒、尹谷等俱工词赋，务为典雅，人争效之，由是湖赋与闽浙颉颃。,"邢天荣,欧阳逢泰,尹谷",3
1107,邢皇后，祥符人，焕女。高宗居康邸，以妇聘之，从三宫北迁。上皇遣曹勋归，后脱所御金环使内侍持付勋曰：幸为吾白大王，愿如此环，得早相见也。高宗怜之，及即位，遥册为皇后。绍兴中崩于五国城，帝虚中宫以待者十六年，显仁太后回銮，始得崩闻，諡宪节。,高宗,1
1108,邢俊臣，汴京戚里子，忤梁师成，责越州钤辖。,"邢俊臣,梁师成",2
1109,折可存，(1096～1126)，字嗣长，云中人，继闵孙。为人刚直，倜傥有大节。以父荫入仕，为右殿直，迁左侍禁，充经略司准备差遣。以擒获夏人女崖功，迁秉义郎合门祗侯，陞第四副将。方腊叛，以平乱功迁武节大夫，旋以擒宋江功迁武功大夫。靖康元年九月卒，年三十一。,"折可存,方腊,宋江",3
1110,折可与，云中人。徽宗时同张忠辅守崞县，金人攻城急，可与出战，被执，不屈死。,"折可与,徽宗,张忠辅",3
1111,折惟昌，(978～1014)，云中人，御卿子。为洛苑使，知州事。咸平二年赵保吉入寇，惟昌败走之。又破言泥族，拔黄砦，累拜兴州刺史。河东民运粮赴麟州，惟昌力疾领步骑屯宁远砦为援。大中祥符七年五月卒，年三十七。,折惟昌,1
1112,折御卿，云中人，御勳弟。从太宗征河东，破岢岚军。淳化中拜永安军节度使，契丹兵入，御卿大败之于子河汊，岁馀被病，契丹谍知之，率众来侵，御卿力疾出战，翌日卒，时至道元年十二月也。,"折御卿,太宗",2
1113,折德扆，(917～964)，世居云中，为大族。后汉高祖时为府州团练使，周世宗入立，迁永安军节度使。时父从阮镇邠宁，父子俱领节度。显德中德扆率师攻下河市镇，宋初破沙谷砦，屡败太原军，擒其将。干德二年卒，年四十八，赠侍中。,"折德扆,后汉高祖,周世宗",3
1114,折继世，云中人，继祖弟。为延州东路巡检，嵬名山内附，继世以骑兵万军于怀宁砦，分名山之众居大理河。夏人来攻，再战皆捷，录功领忠州刺史。说韩绛城囉兀以抚横山，因画取河南之策，绛然之，以果州团练使卒。,"折继世,韩绛",2
1115,折继祖，字应之，云中人，继闵弟。累转成州团练使。韩绛城囉兀，继祖为先锋，深入敌帐，降部落户八百，加解州防御使卒。,"折继祖,韩绛",2
1116,折继闵，(？～1050)，字广孝，云中人，惟忠子。嗣州事，庆历中，元昊兵攻麟州，不克，进围州城。城险且坚，遂引去，继闵以守劳，迁普州刺史，皇祐二年卒。,折继闵,1
1117,阮骏，字千里，兴化军仙游人。绍圣元年进士，为河南府少尹。金兵南下，骏率部兵拥护神御殿，兵败，抱神御指敌大骂，死之。,阮骏,1
1118,阮秀实，字宾中，号梅峰，兴化军人，侨居吴门。早见知于赵蕃，岳珂主淮南饷，秀实妙年布衣登门。游贾似道之门最久，人称阮怪。咸淳初摄芜湖茶局，卒年八十馀。,"阮秀实,赵蕃,岳珂,贾似道",4
1119,阮希甫，李诚之守蕲州，金兵陷城，诚之死节，希甫亦从诚之死于难。,"阮希甫,李诚之",2
1120,阮思聪，(？～1281)，字仲谋，固始人。弱冠膂力绝人，善骑射，喜读左氏春秋及兵家书。积战功累官吉州团练使，知黄州事，历官所至皆有声。后至建康，曾遣人诣贾似道，欲以重兵守鹿门山，又言当由海道以捣青齐，则襄围自解，皆不见听。宋亡守志。至元十八年卒。,"阮思聪,贾似道",2
1121,岑宗旦，字子文，开封人。内臣，庆历初以父遗表恩通籍壁门，年十七，弃官遍游东南山水，工书，尝取自汉迄唐善书者十一人，为论以评。治平中英宗遣使令书十扇以进，甚嘉赏之。,"岑宗旦,英宗",2
1122,贝宝，常州人，为铜关守将，德祐中与同官胡巖起举兵攻溧水，兵败，皆死之，赠武翼郎。,"贝宝,胡巖起",2
1123,吴中，字中行，号准轩，乐平人。早慕伊洛之学，从饶鲁游，尽得其诸论，体认精详，隐居不仕，名借借于当时。,"吴中,饶鲁",2
1124,吴仁，(1159～1222)，字静翁，海宁人。幼警敏嗜书，壮游辟雍，一时师友皆海内英茂。异时余端体、谢深甫当国，奇其才，欲以异恩畀之，辞焉。屡试屡却，益却益励，晚弥笃。平生为辞章，有静轩杂著。嘉定十五年卒，年六十四。,"吴仁,谢深甫",2
1125,吴可，字思道，金陵人。宣和末，官至团练使，授武节大夫致仕。有诗名，为苏轼、刘安世诸人称赏。著有藏海居士集，藏海诗话。,"吴可,苏轼,刘安世",3
1126,吴申，字景山，瓯宁人。皇祐元年进士。累官国子监说书，英宗初，为睦亲宅都讲。初宗室座序以爵自宾主，讲官位席设于东隅，申上疏争之，讲官正席自申始。神宗擢为御史，寻知谏院，出知舒州卒。,"吴申,景山,英宗,神宗",4
1127,吴充，(1021～1080)，字冲卿，建州浦城人，育弟。未冠，举宝元元年进士高第，为吴王宫教授，以严见惮，作六箴以献。熙宁中代王安石为同中书门下平章事，因乞召还司马光等十馀人。蔡确预政，充罢为观文殿大学士西太一宫使，元丰三年四月卒，年六十。諡正宪，一云正献，赠司空兼侍中。,"吴充,王安石,平章,司马光,蔡确",5
1128,吴圭，字彦成，义乌人。好施尚义，太学生程绩贷三十万将葬其亲，同舍始而取之，使责偿于其兄，兄弗与，圭如其数代偿之，人称其义。,吴圭,1
1129,吴幵，字正仲，滁州人。绍圣四年中弘词科。靖康中官翰林承旨，使金被留。金人欲立张邦昌，令幵与莫俦传道意旨，往返数回，京师人谓之捷疾鬼。建炎后安置永州，移韶州。有优古堂诗话。,"吴幵,张邦昌,莫俦",3
1130,吴孜，萧山人。从胡瑗学。嘉祐、治平间有名经苑，舍住宅为学宫。太守张伯玉至，以便服坐堂上，孜鸣鼓行学规，伯玉欣然受罚。陈襄尝荐之。有尚书大义。,"吴孜,胡瑗,张伯玉,陈襄",4
1131,吴材，字圣取，处州龙泉人。中进士第，累迁左司谏。徽宗时元祐党论复起，材首论范纯礼为朋附党与。其后受曾布指示，疏劾韩忠彦罢之。性鸷忍，疾视善类，累官工部侍郎卒。,"吴材,徽宗,范纯礼,曾布,韩忠彦",5
1132,吴伸，字子直，南城人。与其弟伦并受学于包显道。淳熙八年，孝宗颁朱熹所建社仓法于天下，兄弟两人经度久之，乃克有就。绍熙五年发其私谷四千斛以应诏旨，大为屋以储之，即以其年散歛如法，乡民有所仰食，无复死徙变乱之虞，咸德吴氏。,"吴伸,包显道,孝宗,朱熹,吴氏",5
1133,吴泳，字克东，崇仁人。深于易学，景定中三领乡举。德祐初元兵至其家，以刃加其颈，泳大骂。或劝以巽词求免，泳曰：「吾领三举，死则死耳，何巽之有。」遂遇害。,吴泳,1
1134,吴炎，(1153～1221)，字济之，莆田人，一称邵武人。绍熙元年进士，教授桂阳军。嘉泰二年除户部驾阁，开禧初累迁太学博士，时韩侂冑擅权，炎丐外，通判建宁军，陛辞，极言诸法纷更，大失人心。至郡宽征啬用。改兴化军，政绩甚多，奉祠归，嘉定十四年卒，年六十九。,吴炎,1
1135,吴炎，(1185～1243)，字晦夫，建昌人。年十六七，侍父兄见朱熹于考亭，熹教以务实学，补入太学。嘉熙二年进士，为金溪县主簿，未赴，淳祐三年以疾卒，年五十九。有阳山猥稿及日记。,"吴炎,朱熹",2
1136,吴玠，(1093～1139)，字晋卿，陇干人，徙居永洛城。少沈毅有志节，建炎初以战功累迁泾原路副总管，徙秦凤。张浚承制，用为都统制。金人寇汉阳，刘子羽以驿书招玠，玠夜驰三百里赴之，撒离喝惊其神速，兵遂溃。与弟璘戮力协心，据险抗敌，卒保全蜀，官终四川宣抚使。绍兴九年卒于仙人关，年四十七，諡武安，孝宗时追封涪王。,"吴玠,张浚,刘子羽,孝宗",4
1137,吴侔，建州浦城人，安诗次子。官至员外郎。大观元年星变，坐与兄储通妖人张怀素谋起事，为人告发，并诛死。,"吴侔,张怀素",2
1138,吴洪，台州仙居人，芾次子。尝从吕祖谦游，得学以为己之旨，静居一室，布衣蔬食，祖谦善之。累官奉直大夫、江西提举。爱东阳南岑山水，遂占籍。,"吴洪,吕祖谦",2
1139,吴炳，毗陵人。绍熙间画院待诏，善画折枝花鸟。光宗李后多爱其画，恩赉甚厚，赐金带。,"吴炳,光宗,李后",3
1140,吴昶，(？～1219)，字叔夏，号友堂，休宁人。少刻志为学，淳熙中朱熹归省先茔，昶首执礼馆下。后伪学禁作，弟子多更名他师，而昶徒步走寒泉精舍，就正所学。著有易论、书说八十卷、史评七卷、诗文五十卷，熹深嘉之。嘉定十二年卒。,"吴昶,朱熹",2
1141,吴祈，鄞人，适子，袁燮甥。祈及弟裕皆幼孤，其母殷勤抚育。燮赠诗诲之，勉以为学立志，及时进修，庶解母忧。,"吴祈,袁燮",2
1142,吴革，字义夫，华州华阳人。从泾原军，以秉义郎干办经略司公事，使粘罕军，责其贪利败约，粘罕少屈，为追回威胜诸屯兵。归拜合门宣赞舍人。金人犯京师，欲立张邦昌，革谋先诛范琼辈，琼党绐革入帐，胁以从逆，不屈死。,"吴革,张邦昌,范琼",3
1143,吴珏，字仲玉，兴化县人。淳熙十四年特科出身，为南海县尉，以捕盗应格，改知龙巖县，节浮费以益学廪养士。会有建议增诸邑转输者，珏力争止之。调签书宁国军节度判官，通判漳州，未行而卒。,吴珏,1
1144,吴若，字秀海，官建康通判。与陈克同撰东南防守利便三卷，盖专为南宋立言也。知建康吕祉上其书。,"吴若,陈克,吕祉",3
1145,吴芾，(1104～1183)，字明可，自号湖山居士，仙居人。绍兴二年进士，迁秘书正字，与秦桧故旧。及桧专政，芾退然如未尝识，桧讽言者论罢。后除监察御史。两淮战不利，芾劝高宗亲征。帝至建康，请驰跸以系中原之望，终不能用。孝宗即位，累迁礼部侍郎，以刚直见忌出外，终龙图阁学士致仕。淳熙十年六月卒，年八十，諡康肃。有湖山集。,"吴芾,湖山居士,秦桧,高宗,孝宗",5
1146,吴英，字茂实，邵武人。绍兴三十年进士，从朱熹学，著有论语问答略。,"吴英,朱熹",2
1147,吴竿，字允成，江阴人。登淳熙进士，官至太府寺丞，敭历中外，所至有声。所交叶适、陈亮，皆相器重。,"吴竿,叶适,陈亮",3
1148,吴郇，金溪人。从陆九渊传道德性命之学。,"吴郇,陆九渊",2
1149,吴益，(1124～1171)，字叔谦，开封人，近子，高宗吴皇后弟。建炎四年以恩补官，帝后皆喜翰墨，益得师法，亦以书名。娶秦桧长孙女，又与王继先交相荐引，三家姻族皆躐美官，累陞敷文阁待制。孝宗时进太师。干道七年卒，年四十八。諡庄简，追封卫王。,"吴益,高宗,秦桧,王继先,孝宗",5
1150,吴振，字子奇，庆元府鄞县人。淳熙十四年王容榜同进士出身，治诗赋。嘉定十七年四月除秘书丞，九月知信州。,"吴振,王容",2
1151,吴挺，(1138～1193)，字仲烈，德顺陇干人，璘子。从璘征伐，仕至知兴州利州西路安抚使，加太尉，绍熙四年卒，年五十六，赠少师，諡武穆。挺少起勳阀，弗居其贵，拊循将士，人人有恩。,吴挺,1
1152,吴耿，建阳人。通六经大义，客关中，后还建阳北山，司马光素重耿，作诗送之。,"吴耿,司马光",2
1153,吴时，字伸道，邛州人，举进士甲科。历提举永兴路学事，河东常平。童贯经略北方，尝因进对及取燕事，曰：「祖宗盟血未干，渝之必速乱。」王黼怒，斥为腐儒。寻以徽猷阁待制奉祠，卒年五十八。时敏于为文，未尝属稿，人目之曰立地书厨。,"吴时,童贯,王黼",3
1154,吴伦，字子常，零陵人。受业张栻，栻帅江陵，以伦从，临终谓伦曰：「蝉蜕人欲之私，舂容天理之妙。」,"吴伦,张栻",2
1155,吴伦，南城人，伸弟。与兄伸并为贡士，包扬门人。绍兴四年，兄弟发私谷四千斛，以应诏旨，立社仓以储之。即以其年散发，乡之隐民有所仰食，咸德于吴氏。,"吴伦,包扬,吴氏",3
1156,吴淑，(947～1002)，字正仪，润州丹阳人。以荐试学士院，授大理评事。预修太平御览、太平广记、文苑英华，尝献九絃琴五絃阮颂，太宗赏其优博。又献事类赋百篇，诏命注释，淑分注成三十卷上之，累迁职方员外郎。咸平五年卒，年五十六。淑性纯静好古，善画，尤工篆籀。有集十卷及说文字义三卷、江淮异人录三卷、秘阁閒谈五卷。,"吴淑,太宗",2
1157,吴翌，(1129～1177)，字晦叔，号澄斋，建宁人。游学衡山，师事胡宏，闻其论学，一以明理修身为要，遂弃科举之学。宏没，又与张栻游，筑室衡山下，取程子澄浊求清之语，榜之曰澄斋。淳熙四年卒，年四十九。,"吴翌,胡宏,张栻",3
1158,吴梅，字仁伯，丽水人。从何基游，基教以真实坚苦。登咸淳进士，历官浦江、钱塘二县尉。著四书发挥，参质于王柏。,"吴梅,何基,王柏",3
1159,吴琚，字居父，号云壑，开封人，益子。陈傅良在太学时，琚执弟子礼，惜名畏义，不以戚畹自骄。尤工翰墨，孝宗常召之论诗作字。与赵汝愚定策立宁宗，党事既起，多所保全，为韩侂冑所忌。历守荆襄鄂三州，终镇安军节度使，判建康府。嘉泰二年迁少保，卒諡忠惠，有云壑集。,"吴琚,陈傅良,孝宗,赵汝,宁宗",5
1160,吴琪，妻谭氏，英州真阳人。绍兴五年英州饥，盗起，谭有姿色，盗欲妻之，谭大骂不从，盗怒，剉之而去。,"吴琪,谭氏",2
1161,吴雅，为察元定门人。元定卒，尝以诗挽之，有「遗恨舂陵路，生存不见归。」之句。,吴雅,1
1162,吴棫，字才老，建安人。政和八年进士，绍兴中为太常丞，以忤秦桧，出为泉州通判，明恕能断。有书裨传、诗补音、论语指掌、考异续解、楚辞释音。又作字学韵补，朱熹谓近代训释之学，唯才老为优，遂据以叶三百篇之韵。,"吴棫,秦桧,朱熹",3
1163,吴雄，字伯英，平江人。居临安，师朱熹，深明性命之学。归建阳平书院，日讲学其中，学者称阳平先生。,"吴雄,朱熹,阳平先生",3
1164,吴进，江南人。与吴怀俱善画龙水得名。,"吴进,吴怀",2
1165,吴源，字德信，休宁人。人号神医，以汪勃荐得试，中选，为翰林医官。后隐于儒，号南薰老人。,"吴源,汪勃,南薰老人",3
1166,吴道，字真常，浦城人。学于陈襄。使为河阳学舍都讲，,"吴道,陈襄",2
1167,吴楫，字公济，崇安人。幼颖悟，绍兴末乡试不第，退居田里，闭户读书，与李郁、朱熹，往复讲明性理之学，及儒释之辨。熹颜其读书之所曰悦斋，遣其子师事之，晚年以特恩补官，调临桂主簿。,"吴楫,李郁,朱熹",3
1168,吴埙，字仲和，乐平人。与弟坰俱学于杨简。简尝曰：「埙敏，不踰月而至矣，坰踰年亦当知德。」,"吴埙,杨简",2
1169,吴葵，(1145～1217)，字景阳，东阳人。家雄于赀。有安田书院，延唐仲友等主之。日从名师俦经汇史，尤好赒济。淳熙大荒，匝其居数十里，皆为之养生送死。累官通山县簿有声，民皆化之。以监和济局奉祠，嘉定十年卒，年七十三。,"吴葵,唐仲友",2
1170,吴会，休宁人，箕子。博闻强记，登绍熙元年第，尉饶之鄱阳，调金陵纠曹。丘崈为帅，吏胥侧足，会不肯诡随，平反甚众。任满，不复出仕，家居十馀年卒。,"吴会,丘崈",2
1171,吴雉，吴雉(或作稚)，字和中，建阳人。朱子授礼弟子。,,0
1172,吴铉，历官著作佐郎。与句中正、杨文举同撰定雍熙广韵。,"吴铉,句中正,杨文举",3
1173,吴辅，字友仁，休宁人，会子。嘉定进士，授崇安簿，适汀郡寇作，辅督军饷，赈民饥，真德秀甚器之。后擢监察御史，兼崇政殿说书，制词极其褒奖，辅感励，首列四疏上之，皆嘉纳，寻以老乞归。卒年七十五。,"吴辅,真德秀",2
1174,吴箕，字嗣之，休宁人。干道五年进士，主仁和簿，分教临川，与陆九渊诸人讲明义理。宰当涂县，剖析民讼，编类成听词类稿十二册，为赵汝愚所重。召主审察，以疾卒。有常谈。,"吴箕,陆九渊,赵汝",3
1175,吴榘，(1190～1244)，字规父，号一斋，建昌人。幼而自拔不群，强壮而自立不变，至知命而自乐不忧。从杨简、袁燮游，有志一贯之道。笃于手足之义，长兄早世，母事寡嫂，子育二姪，以至成立。诗文有骨立，多雄健。淳祐四年卒，年五十五。,"吴榘,杨简,袁燮",3
1176,吴戭，字叔才，龙泉人。以行义见推，甘于隐遁。康定中，郡守孙沔奏以教授州学，部使者荐于朝，授将作监主簿，累官太子中舍，知陕县卒，门人私諡曰冲和先生。,"吴戭,孙沔",2
1177,吴仪，字国华，剑浦人。清修力学，荣利不入于心，渔钓橘溪上，超然自适，人莫窥其际，大为杨时所重。罗从彦尝师事之，时称审律先生。大观元年卒。,"吴仪,杨时,罗从彦,审律先生",4
1178,吴儆，(1125～1183)，初名偁，字益恭，又字恭父，号竹洲，休宁人。绍兴二十七年进士。历知泰州。朱熹、张栻、吕祖谦等皆与之友善。栻称其忠义果断，缓急可仗。以亲老请祠，馀閒与从游者穷经论史，分斋肄业，如安定湖学之法以为教。淳熙十年卒，年五十七，諡文肃。有竹洲集。,"吴儆,朱熹,张栻,吕祖谦",4
1179,吴范，字端翁，休宁人。苏辙宰绩溪，范登其门。复因辙而见轼，遂交陈师道，又见知于杨杰，故得与于元祐文献之传。终身布衣。,"吴范,苏辙,范登,陈师道,杨杰",5
1180,吴璘，(1102～1167)，字唐卿，德顺陇干人，玠弟。少好骑射，从玠攻战。绍兴初，迁统制和尚原军马，兀术大入，与玠以死守之。金兵十万至仙人关下，璘血战连日，金兵大败，自是不敢窥蜀。累迁秦凤路经略安抚使，历知熙、秦二州，节制陕西军马，迁四川宣抚使。孝宗时拜太傅，干道三年卒，年六十六，追封信王，諡武顺。,"吴璘,唐卿,孝宗",3
1181,吴锜，字信可，永福人。鄱阳张世南与定交，仅百日而卒。世南悲悼之，录其一诗。,"吴锜,张世南",2
1182,吴谦，字尊光，安仁人，芾从兄。受学陈立大，与祝藩远、舒元易、李仲公在竹庄书院讲明性理学，号曰江东四大儒。屡聘不就，依土为庐，结草为坐。著尊光集以传世。,"吴谦,安仁,陈立大,祝藩远,舒元易,李仲公",6
1183,吴璿，定海人。父璋以边功补副尉。母宋氏病，璿刲股疗之而愈，年九十三乃终。璿亦寿七十九而卒。郡守李沐以闻于朝，诏旌其家。,"吴璿,李沐",2
1184,吴储，建州浦城人，安诗长子。官至员外郎。张怀素以妖术妄说灾福，储言之，大观元年因星变，谋与弟侔起事，为人所告，兄弟及张怀素并诛死。,"吴储,张怀素",2
1185,吴曦，德顺陇干人，挺子。庆元中官武宁军承宣使。开禧中，韩侂冑谋开边，曦潜畜异志，因附侂冑求还蜀，遂命曦为四川宣抚副使，兼知兴州，未几，兼陕西河东招抚使。曦献关外阶成和凤四州于金，求封为蜀王，因僭王位于兴州，遣人至成都治宫殿，将徙居之。会兴州合江仓官杨巨源倡义讨逆，斩其首献于朝。,"吴曦,于兴,杨巨源",3
